[  2.26740943e+00   2.26740943e+00  -2.03911923e-16],[  3.28862000e+00   3.28862000e+00   9.21103865e-16],[  2.97824772e-01  -2.97824772e-01   3.13139666e-18],[  3.24358346e+00   3.24358346e+00  -1.68961603e-16],[  2.16084067e+01   2.16084067e+01   1.87412648e-16],[  2.16084067e+01  -2.16084067e+01  -1.08575679e-16],[  3.24358346e+00  -3.24358346e+00   4.13737015e-16],[  2.97824772e-01   2.97824772e-01  -1.68185504e-16],[  3.28862000e+00  -3.28862000e+00  -5.73143761e-16],[  2.26740943e+00  -2.26740943e+00   1.02432429e-16]
[  2.26740943e+00   2.26740943e+00  -2.03911923e-16],[  3.28862000e+00   3.28862000e+00   9.21103865e-16],[  2.97824772e-01  -2.97824772e-01   3.13139666e-18],[  3.24358346e+00   3.24358346e+00  -1.68961603e-16],[  2.16084067e+01   2.16084067e+01   1.87412648e-16],[  2.16084067e+01  -2.16084067e+01  -1.08575679e-16],[  3.24358346e+00  -3.24358346e+00   4.13737015e-16],[  2.97824772e-01   2.97824772e-01  -1.68185504e-16],[  3.28862000e+00  -3.28862000e+00  -5.73143761e-16],[  2.26740943e+00  -2.26740943e+00   1.02432429e-16]
[  2.26740943e+00   2.26740943e+00  -2.03911923e-16],[  3.28862000e+00   3.28862000e+00   9.21103865e-16],[  2.97824772e-01  -2.97824772e-01   3.13139666e-18],[  3.24358346e+00   3.24358346e+00  -1.68961603e-16],[  2.16084067e+01   2.16084067e+01   1.87412648e-16],[  2.16084067e+01  -2.16084067e+01  -1.08575679e-16],[  3.24358346e+00  -3.24358346e+00   4.13737015e-16],[  2.97824772e-01   2.97824772e-01  -1.68185504e-16],[  3.28862000e+00  -3.28862000e+00  -5.73143761e-16],[  2.26740943e+00  -2.26740943e+00   1.02432429e-16]
[  2.26740943e+00   2.26740943e+00  -2.03911923e-16],[  3.28862000e+00   3.28862000e+00   9.21103865e-16],[  2.97824772e-01  -2.97824772e-01   3.13139666e-18],[  3.24358346e+00   3.24358346e+00  -1.68961603e-16],[  2.16084067e+01   2.16084067e+01   1.87412648e-16],[  2.16084067e+01  -2.16084067e+01  -1.08575679e-16],[  3.24358346e+00  -3.24358346e+00   4.13737015e-16],[  2.97824772e-01   2.97824772e-01  -1.68185504e-16],[  3.28862000e+00  -3.28862000e+00  -5.73143761e-16],[  2.26740943e+00  -2.26740943e+00   1.02432429e-16]
[  2.26740943e+00   2.26740943e+00  -2.03911923e-16],[  3.28862000e+00   3.28862000e+00   9.21103865e-16],[  2.97824772e-01  -2.97824772e-01   3.13139666e-18],[  3.24358346e+00   3.24358346e+00  -1.68961603e-16],[  2.16084067e+01   2.16084067e+01   1.87412648e-16],[  2.16084067e+01  -2.16084067e+01  -1.08575679e-16],[  3.24358346e+00  -3.24358346e+00   4.13737015e-16],[  2.97824772e-01   2.97824772e-01  -1.68185504e-16],[  3.28862000e+00  -3.28862000e+00  -5.73143761e-16],[  2.26740943e+00  -2.26740943e+00   1.02432429e-16]
[  2.26740943e+00   2.26740943e+00  -2.03911923e-16],[  3.28862000e+00   3.28862000e+00   9.21103865e-16],[  2.97824772e-01  -2.97824772e-01   3.13139666e-18],[  3.24358346e+00   3.24358346e+00  -1.68961603e-16],[  2.16084067e+01   2.16084067e+01   1.87412648e-16],[  2.16084067e+01  -2.16084067e+01  -1.08575679e-16],[  3.24358346e+00  -3.24358346e+00   4.13737015e-16],[  2.97824772e-01   2.97824772e-01  -1.68185504e-16],[  3.28862000e+00  -3.28862000e+00  -5.73143761e-16],[  2.26740943e+00  -2.26740943e+00   1.02432429e-16]
[  2.26740943e+00   2.26740943e+00  -2.03911923e-16],[  3.28862000e+00   3.28862000e+00   9.21103865e-16],[  2.97824772e-01  -2.97824772e-01   3.13139666e-18],[  3.24358346e+00   3.24358346e+00  -1.68961603e-16],[  2.16084067e+01   2.16084067e+01   1.87412648e-16],[  2.16084067e+01  -2.16084067e+01  -1.08575679e-16],[  3.24358346e+00  -3.24358346e+00   4.13737015e-16],[  2.97824772e-01   2.97824772e-01  -1.68185504e-16],[  3.28862000e+00  -3.28862000e+00  -5.73143761e-16],[  2.26740943e+00  -2.26740943e+00   1.02432429e-16]
[  2.26740943e+00   2.26740943e+00  -2.03911923e-16],[  3.28862000e+00   3.28862000e+00   9.21103865e-16],[  2.97824772e-01  -2.97824772e-01   3.13139666e-18],[  3.24358346e+00   3.24358346e+00  -1.68961603e-16],[  2.16084067e+01   2.16084067e+01   1.87412648e-16],[  2.16084067e+01  -2.16084067e+01  -1.08575679e-16],[  3.24358346e+00  -3.24358346e+00   4.13737015e-16],[  2.97824772e-01   2.97824772e-01  -1.68185504e-16],[  3.28862000e+00  -3.28862000e+00  -5.73143761e-16],[  2.26740943e+00  -2.26740943e+00   1.02432429e-16]
[  2.26740943e+00   2.26740943e+00  -2.03911923e-16],[  3.28862000e+00   3.28862000e+00   9.21103865e-16],[  2.97824772e-01  -2.97824772e-01   3.13139666e-18],[  3.24358346e+00   3.24358346e+00  -1.68961603e-16],[  2.16084067e+01   2.16084067e+01   1.87412648e-16],[  2.16084067e+01  -2.16084067e+01  -1.08575679e-16],[  3.24358346e+00  -3.24358346e+00   4.13737015e-16],[  2.97824772e-01   2.97824772e-01  -1.68185504e-16],[  3.28862000e+00  -3.28862000e+00  -5.73143761e-16],[  2.26740943e+00  -2.26740943e+00   1.02432429e-16]
[  2.26740943e+00   2.26740943e+00  -2.03911923e-16],[  3.28862000e+00   3.28862000e+00   9.21103865e-16],[  2.97824772e-01  -2.97824772e-01   3.13139666e-18],[  3.24358346e+00   3.24358346e+00  -1.68961603e-16],[  2.16084067e+01   2.16084067e+01   1.87412648e-16],[  2.16084067e+01  -2.16084067e+01  -1.08575679e-16],[  3.24358346e+00  -3.24358346e+00   4.13737015e-16],[  2.97824772e-01   2.97824772e-01  -1.68185504e-16],[  3.28862000e+00  -3.28862000e+00  -5.73143761e-16],[  2.26740943e+00  -2.26740943e+00   1.02432429e-16]
